FirstName,LastName,Position,FinalRating,Acc,Speed,Power,Accuracy,Penalty,ShortPass,LongPass,Agility,Control,Strength,Stealing
Zander,Causey,Defender,67.338,68,49,64,65,60,70,64,86,60,73,81
Ronaldo,Snider,Defender,68.668,77,57,70,65,81,61,67,64,64,56,88
Trace,Martell,Defender,52.579,66,69,56,65,48,62,41,44,73,60,45
Eli,Babb,Defender,77.044,87,88,56,90,98,63,53,71,72,59,76
Ronald,Montanez,Forward,58.828,57,50,73,82,70,72,54,54,52,61,51
Garett,Wisniewski,Defender,78.241,69,95,99,63,73,63,43,77,89,89,62
Deondre,Cagle,Defender,70.13,97,58,66,77,85,66,46,64,55,62,85
Joseluis,Munn,Goaltender,64.413,65,81,61,38,62,82,65,56,70,74,64
Kain,Perez,Goaltender,73.188,64,79,71,38,74,95,63,76,69,75,80
Kadin,Isbell,Midfield,74.385,58,63,88,44,72,79,91,81,83,73,61
Elian,Clarkson,Midfield,58.695,55,76,51,62,63,45,62,76,77,75,33
Kade,Baldwin,Midfield,73.454,69,82,60,92,79,48,68,75,84,53,76
Devyn,Snider,Defender,54.972,60,82,62,71,22,62,45,50,58,69,66
Rickey,Corral,Forward,78.241,50,75,68,85,66,62,89,84,83,74,86
Esteban,Kearns,Midfield,68.402,76,48,70,73,65,90,94,69,48,53,62
Mike,Greco,Midfield,64.413,64,44,79,49,62,77,76,63,46,72,86
Herman,Li,Midfield,61.488,56,82,65,57,84,57,60,50,58,72,55
Jorden,Byrnes,Defender,69.332,59,52,80,89,82,78,59,61,69,76,50
Bennett,Honeycutt,Defender,75.582,87,58,80,77,75,64,77,94,52,67,71
Miguel,Logsdon,Midfield,71.327,58,83,68,64,94,69,69,57,72,77,59
Jajuan,Rodriquez,Goaltender,64.014,62,71,73,74,58,56,55,65,72,67,62
Trevon,Sierra,Goaltender,67.604,76,58,58,87,99,52,65,67,72,57,51
Nico,Ledford,Goaltender,68.136,72,61,75,76,83,71,74,63,71,57,43
Griffin,Vu,Midfield,68.668,71,53,63,68,76,61,46,53,68,94,97
Jorden,Harman,Defender,77.31,61,66,75,60,70,83,52,81,89,93,85
Justin,Wynne,Defender,63.748,69,68,85,59,79,72,56,67,69,19,70
Hassan,Cooley,Defender,56.169,59,69,41,44,55,76,40,40,69,82,81
Jovanni,Nickel,Goaltender,60.025,61,57,66,69,77,62,73,46,61,78,35
Andrew,Buckner,Midfield,68.668,70,64,75,57,60,79,82,75,56,68,64
Ralph,Glaser,Forward,73.986,69,70,79,56,74,58,53,69,75,99,88
Kobie,Still,Goaltender,71.992,76,76,81,57,74,89,57,96,56,61,52
Fabian,Gregory,Forward,79.704,70,94,81,62,66,94,86,70,70,74,66
Demond,Crain,Midfield,64.413,81,60,94,60,65,52,81,48,52,58,67
Lawson,Strong,Midfield,76.512,57,93,59,77,55,68,94,80,67,73,86
Kaleb,Hope,Defender,79.837,65,77,79,77,70,93,97,64,92,64,56
Guadalupe,Novak,Midfield,68.136,69,61,77,80,66,72,64,64,63,54,76
Parker,Serna,Goaltender,75.848,83,65,90,99,84,71,69,73,75,54,41
Lawrence,Mcfarlane,Defender,65.343,60,60,69,64,81,63,53,50,67,70,88
Nathaniel,Driver,Midfield,71.194,65,68,83,67,56,78,79,72,69,59,73
Gilbert,Alford,Forward,57.765,86,73,72,62,77,51,48,45,43,57,54
Gregorio,Strong,Forward,71.327,55,52,72,51,84,87,83,81,86,53,66
Blair,Mckinley,Defender,67.471,81,54,98,67,70,52,58,48,65,70,78
Trenton,Chisholm,Midfield,78.64,78,75,54,75,67,99,94,46,72,78,87
Gaven,Sheets,Defender,66.008,54,66,69,86,74,78,55,63,44,63,78
Konner,Atwood,Midfield,69.332,77,99,76,68,80,63,68,50,64,57,53
Conrad,Ridgeway,Defender,70.795,69,59,86,80,91,51,58,78,81,46,67
Frankie,Bassett,Midfield,66.274,89,83,61,83,81,52,37,66,62,61,57
Glenn,Bohannon,Defender,76.512,70,86,82,68,86,68,62,75,66,71,75
Conrad,Heller,Defender,69.598,75,45,84,57,67,66,72,52,66,88,85
Roy,Solis,Forward,69.066,89,61,30,82,87,84,79,59,50,73,59
Aaron,Cross,Forward,74.119,73,66,52,58,56,99,74,76,74,78,85
Roman,Montgomery,Defender,66.008,62,71,60,72,65,65,72,70,66,60,67
Landon,Gilmore,Forward,63.349,72,53,83,72,82,82,48,29,89,46,54
Hamza,Jerome,Midfield,76.911,62,40,76,78,84,96,88,58,88,73,69
Kieran,Derrick,Defender,64.28,63,72,70,78,72,50,77,68,60,64,43
Zack,Bartlett,Midfield,64.812,91,46,26,55,71,89,69,45,69,90,70
Erich,Villalobos,Midfield,74.651,57,64,68,88,79,78,75,75,85,61,65
Israel,Wisniewski,Midfield,67.471,68,80,63,79,56,68,73,56,77,49,72
Clayton,Morton,Forward,63.216,90,60,74,69,49,61,75,51,46,68,66
Darion,Lockett,Forward,80.235,69,68,89,82,82,74,48,91,66,72,96
Abel,Templeton,Midfield,71.46,73,38,75,94,63,70,70,79,68,74,67
Stone,Wilks,Goaltender,56.701,65,41,60,66,67,68,66,49,63,70,45
Nathaniel,Venable,Forward,68.003,89,67,82,46,76,83,40,62,59,75,66
Wade,Perea,Defender,64.014,50,69,70,90,68,73,84,69,61,33,48
Chaz,Dolan,Defender,72.657,73,71,79,74,65,93,74,44,63,59,85
Jamel,Richards,Defender,65.078,53,50,42,99,34,91,69,49,66,78,92
Jackie,Ostrander,Defender,76.38,67,69,99,64,54,80,69,72,85,76,73
Presley,Christy,Midfield,63.083,46,64,63,53,72,68,99,59,53,79,52
Theron,Thurston,Forward,60.823,73,61,69,69,46,57,64,64,62,57,69
Dean,Arriaga,Midfield,72.258,68,85,94,77,54,54,72,79,67,63,64
Luiz,Summers,Forward,61.753,76,52,79,38,63,71,47,82,43,88,59
Trent,Gilmore,Defender,67.072,84,74,82,81,91,44,70,65,48,54,45
Remington,Lomax,Defender,73.986,72,77,89,58,83,72,65,59,82,79,54
Esteban,Sheehan,Forward,69.731,62,33,81,77,65,79,99,72,66,82,42
Trevor,Haines,Forward,69.997,64,58,73,69,65,75,84,64,70,61,77
Kole,Wenger,Defender,53.51,46,48,70,88,49,32,92,56,79,39,37
Rylee,Samples,Goaltender,58.163,74,50,49,47,42,58,78,53,73,75,72
Zakary,Saavedra,Defender,57.233,41,69,60,82,66,77,58,38,70,38,65
Paul,Dobson,Midfield,69.066,74,67,79,61,51,90,80,57,44,82,68
Dayton,Lehman,Midfield,72.789,76,66,84,69,68,74,79,68,66,69,62
River,Manning,Midfield,71.726,42,74,89,86,99,62,66,53,66,95,41
Samuel,Bonilla,Midfield,71.726,69,88,99,48,74,75,76,58,61,67,58
London,Munn,Midfield,79.438,89,68,74,65,90,66,83,65,77,70,84
Mikael,Henning,Midfield,66.274,74,60,57,72,53,87,88,64,53,51,73
Aiden,Cardoza,Defender,68.934,85,48,63,76,82,76,75,39,76,63,69
Ismael,Thurston,Defender,63.349,65,65,56,72,60,45,76,58,70,77,66
Jason,Valdivia,Forward,66.008,62,59,86,74,58,88,51,56,74,62,60
Ethan,Dumas,Defender,70.13,54,57,70,53,83,50,99,65,93,75,62
Tyron,Merchant,Goaltender,66.939,84,57,58,53,74,64,50,76,71,58,92
Demetrius,Compton,Forward,65.609,76,23,91,84,76,62,66,55,71,52,71
Sammy,Curley,Defender,63.482,66,71,48,98,80,50,60,45,67,62,64
Bret,Zhou,Defender,63.881,65,47,65,67,59,88,70,66,61,63,63
Enzo,Tong,Midfield,68.801,73,85,82,51,74,60,88,66,74,46,52
Kristopher,Kirby,Midfield,69.731,90,48,50,66,83,93,77,72,65,80,34
Dameon,Means,Midfield,64.945,72,48,63,80,63,64,77,45,77,71,62
Daquan,Reno,Defender,61.488,67,73,60,69,63,99,55,38,36,70,66
Guadalupe,McCormack,Defender,68.801,54,56,58,61,70,78,76,78,62,82,76
Conrad,Mcfarlane,Defender,52.712,61,53,42,67,47,43,68,62,60,60,67
Seamus,Mckinley,Forward,60.291,62,68,50,63,64,58,60,54,58,87,63
Trever,Oliveira,Goaltender,65.343,67,66,60,41,51,77,80,54,72,93,64
Nathaniel,Watson,Midfield,66.141,87,70,81,42,85,90,74,29,63,53,57
Duane,Daniel,Forward,63.216,51,54,78,62,56,76,66,65,48,62,91
Marques,Corrales,Midfield,61.886,71,54,57,70,70,50,72,68,42,76,69
Keshon,Butler,Midfield,70.529,67,55,61,65,84,84,86,57,58,88,59
Stuart,Holmes,Forward,68.402,62,51,55,55,83,74,72,58,86,62,90
Chris,Florence,Forward,80.767,80,59,53,99,97,73,96,95,67,51,71
Colt,Gage,Goaltender,67.205,59,59,73,76,67,72,72,48,53,87,73
Brennen,Church,Midfield,64.147,67,72,72,65,71,68,63,72,82,42,42
Bret,Guerrero,Midfield,62.95,81,58,46,64,59,68,66,88,53,47,77
Jaime,Beatty,Forward,75.05,78,81,85,74,82,62,60,80,74,74,48
Carl,Medrano,Defender,72.524,68,67,60,70,75,75,93,88,52,71,60
Emiliano,Koehn,Defender,69.332,77,67,71,66,72,63,74,60,90,67,48
Neo,Calderon,Midfield,68.801,80,54,72,87,69,51,56,77,76,67,62
Johnnie,Gill,Defender,79.039,58,76,83,57,99,76,68,70,61,87,93
Jorden,Blank,Forward,66.008,85,84,82,59,61,68,44,37,86,75,49
Aldo,Hunt,Defender,65.211,52,79,75,85,42,75,77,85,42,53,59
Benny,Logan,Defender,59.094,68,60,73,62,51,73,85,31,40,85,50
Lucas,Lyons,Defender,57.1,47,45,85,73,62,75,66,52,59,37,62
Terence,Mcallister,Midfield,71.593,65,81,87,88,68,74,65,63,66,58,57
Kain,Guzman,Defender,70.662,56,52,89,97,49,75,99,58,75,72,43
Kolby,Cheek,Midfield,75.715,77,74,69,98,66,58,70,71,95,52,73
Sabastian,Tierney,Goaltender,60.557,65,73,59,48,52,74,75,48,51,82,62
Harley,Hurst,Goaltender,69.199,51,76,81,86,99,48,58,75,68,59,53
Austin,Varela,Defender,76.247,64,59,90,92,40,96,78,74,81,80,53
Federico,Counts,Defender,76.114,76,66,62,99,96,67,57,61,80,65,77
Myron,Roy,Midfield,56.701,68,53,40,83,66,44,73,66,47,63,57
Alan,Haggerty,Midfield,62.019,52,80,53,46,73,69,81,57,74,71,44
Sam,Meier,Defender,66.806,70,76,45,74,58,59,73,57,64,78,82
Deshaun,Galvez,Midfield,69.332,68,56,54,76,71,64,57,66,81,95,67
Jonah,Harder,Forward,75.715,62,65,70,59,93,99,63,61,66,99,66
Gary,Hurst,Defender,58.562,71,64,74,86,58,54,47,78,46,52,44
Dustyn,Stinson,Defender,80.368,83,49,88,86,90,78,95,84,59,39,87
Conor,Curtis,Goaltender,74.252,68,76,83,57,77,74,65,86,76,92,38
Rickey,Ramon,Defender,76.114,92,70,93,86,62,70,50,88,69,84,42
Donavon,Guerrero,Midfield,74.518,87,90,78,52,99,74,57,69,74,64,50
Gilberto,Porras,Forward,69.864,63,87,57,76,72,99,63,66,80,51,45
Kyler,Dye,Defender,73.587,46,64,72,71,65,86,99,66,68,78,72
Turner,Denny,Midfield,69.864,57,76,72,55,68,57,87,54,51,93,89
Philip,Devore,Defender,60.158,66,58,63,70,67,68,64,50,59,47,74
Reed,Venable,Forward,62.152,73,53,50,75,51,69,64,56,69,77,64
Tyler,Herzog,Midfield,70.263,63,49,99,78,99,55,82,59,51,76,51
Eliseo,Brittain,Defender,76.778,68,71,69,71,81,66,77,90,79,76,63
Andy,Bergman,Defender,74.518,48,66,60,82,73,73,84,62,64,99,83
Adam,Sharp,Forward,65.211,64,61,59,69,51,51,68,69,79,76,77
Caelan,Cormier,Forward,73.055,73,67,74,76,67,62,85,64,65,76,74
Jarvis,Crum,Midfield,70.928,60,67,75,61,85,80,65,62,60,58,94
Julius,Jordan,Midfield,63.482,80,70,45,50,57,68,72,69,70,73,57
Jonatan,Osborne,Midfield,73.055,82,74,56,63,44,62,87,84,74,74,83
Hugo,Hammond,Forward,70.662,78,55,50,78,84,46,80,67,82,83,62
Kade,Allard,Midfield,57.499,49,65,71,68,70,64,60,59,64,61,35
Johnny,Blair,Defender,81.831,88,92,94,87,66,77,69,76,84,58,58
Thaddeus,Li,Forward,74.651,89,89,64,91,80,68,55,46,63,78,72
Moses,Parker,Defender,56.169,50,58,18,70,56,68,59,65,51,73,88
Bryon,Whitlock,Defender,68.934,80,34,72,70,60,80,70,88,73,67,58
Ulises,Pfeifer,Midfield,69.864,68,62,75,69,69,63,80,91,58,41,83
Izaiah,Crockett,Midfield,71.726,71,68,85,54,86,72,62,61,76,75,63
Blaise,Lau,Defender,73.188,70,77,64,54,47,69,96,73,58,99,77
Payne,Calkins,Defender,74.651,69,78,69,82,75,80,52,68,64,88,70
Jovani,Ahmed,Midfield,60.025,57,45,86,54,69,70,68,37,88,58,53
Tommy,Soto,Forward,56.967,51,71,63,68,74,62,69,73,36,44,51
Todd,Fulton,Defender,71.992,80,68,80,86,55,86,67,41,77,80,55
Ajay,Reynoso,Defender,69.465,63,58,64,86,46,68,90,89,39,80,73
Hans,Worthington,Defender,74.385,80,80,72,99,99,84,79,41,74,34,51
Gonzalo,Guthrie,Forward,54.175,62,48,53,80,46,78,38,45,53,39,99
Javon,Edge,Forward,60.424,40,55,61,51,76,67,55,55,96,71,61
Mitchell,Haggerty,Defender,65.211,56,90,36,77,43,62,71,58,88,64,79
Tristan,Reese,Midfield,58.562,65,63,75,71,59,71,39,66,41,56,68
Kristopher,Garland,Forward,67.471,91,82,72,78,66,63,60,59,57,43,70
Alexander,Ayala,Midfield,70.529,85,55,82,65,54,90,97,40,69,71,56
Brennen,Strom,Defender,73.454,80,85,64,81,78,71,61,62,46,80,78
Eli,Ashley,Midfield,65.609,71,48,70,68,68,67,58,55,69,83,70
Kolton,Houck,Goaltender,72.922,79,56,89,68,52,99,86,83,56,58,56
Keagan,Segovia,Goaltender,72.258,86,48,66,79,95,75,48,81,97,64,38
Morris,Segovia,Forward,65.343,50,61,80,49,64,66,85,69,54,81,66
Cesar,Pinkerton,Forward,58.828,60,52,59,77,40,44,49,68,82,72,73
Tariq,McClellan,Defender,74.119,76,91,79,75,90,64,74,64,67,52,59
Leonardo,Bentley,Midfield,62.019,78,47,70,80,38,76,78,56,63,60,54
Gregorio,Ibrahim,Defender,74.518,64,55,74,68,99,71,54,79,64,74,92
Izaiah,Haase,Defender,66.673,66,64,62,52,78,83,60,65,41,89,75
Erick,Bean,Forward,64.014,62,73,67,55,60,46,87,49,62,80,74
Cedrick,Dowling,Forward,66.54,71,76,30,62,47,99,67,56,88,62,76
Dustyn,Redman,Defender,68.801,69,71,80,74,56,82,99,59,67,46,48
Donavon,Koehn,Midfield,70.529,86,71,87,78,74,68,69,63,59,62,47
Randolph,McCallum,Midfield,68.801,68,78,90,57,65,68,66,93,49,67,50
Joe,Valle,Forward,68.136,76,65,51,49,69,82,84,58,55,66,91
Grady,Ragan,Forward,66.806,53,56,91,54,71,79,70,51,64,84,63
Augustus,Calvert,Midfield,61.222,77,73,78,72,57,51,75,42,70,38,61
Noah,Chaney,Goaltender,63.482,68,49,79,99,87,74,42,43,69,54,47
Rocky,Venable,Forward,64.014,68,77,43,55,63,53,63,74,76,74,69
Chandler,Rhoades,Defender,67.205,61,64,99,64,70,51,77,73,29,87,64
Jevon,Ridgeway,Forward,65.476,57,45,99,67,55,73,83,89,43,63,52
Donavon,Searcy,Midfield,70.662,90,73,66,91,80,79,59,57,56,54,60
Kieran,Carrington,Midfield,76.911,73,65,61,67,72,82,76,94,72,80,70
Trenten,Still,Goaltender,68.136,63,79,49,37,68,86,64,90,72,85,53
Sage,Koehn,Midfield,78.773,72,66,98,73,80,42,94,76,90,79,56
Reagan,Morton,Defender,67.87,75,71,64,93,68,62,67,60,67,28,89
Zavier,Winn,Midfield,72.657,89,99,71,60,90,64,78,81,41,72,35
Javon,Falcon,Defender,69.997,99,59,58,68,80,75,52,67,64,76,62
Logan,Kraus,Defender,63.748,64,76,51,53,76,57,65,73,47,72,79
Bradford,Ellington,Defender,61.62,39,89,54,62,67,73,79,51,51,64,68
Logan,Doll,Forward,65.609,71,98,82,48,57,37,86,63,77,54,54
Neo,Kline,Defender,67.471,64,63,47,53,72,91,64,70,47,83,87
Jairo,Rosas,Forward,64.812,84,65,55,73,67,70,78,43,46,53,87
Lloyd,Barry,Defender,63.083,68,64,41,59,71,78,81,78,60,55,53
Aiden,Haase,Midfield,61.62,81,55,62,74,99,46,66,75,49,30,60
Mitchel,Morgan,Defender,68.801,63,68,80,97,99,63,57,76,37,52,59
Jim,Bragg,Midfield,59.892,70,77,60,32,67,23,48,92,64,86,65
Donnell,Benavidez,Goaltender,86.751,99,85,63,76,91,80,65,86,54,88,99
Sonny,Carmichael,Defender,64.014,61,56,92,47,71,78,82,62,60,34,72
Giovanny,Arias,Forward,79.039,91,80,78,76,82,99,78,55,84,50,55
Bryson,Hoskins,Midfield,70.396,63,47,74,64,88,88,61,73,74,80,51
Jamari,Guthrie,Forward,72.391,66,86,73,59,63,65,77,92,69,87,41
Jackie,Monroy,Midfield,66.54,29,72,80,76,65,62,84,65,58,66,77
Victor,Downs,Forward,73.188,69,90,56,69,80,77,79,56,69,74,65
Deondre,Brittain,Forward,65.343,68,86,72,59,61,63,76,67,66,61,46
Caden,Calvert,Defender,78.507,93,55,81,96,59,67,76,91,59,72,75
Brycen,Rico,Forward,70.13,82,44,68,64,80,85,81,64,79,65,49
Julien,Zhou,Forward,64.679,73,49,56,73,74,85,70,68,48,90,34
Gerald,Bean,Midfield,62.817,67,64,54,70,51,59,85,69,75,67,45
Luis,Sebastian,Defender,69.066,70,56,82,80,61,47,72,63,71,60,91
Arnold,Pearce,Defender,71.593,60,64,57,67,56,83,64,59,99,99,64
Trey,Hoskins,Forward,77.443,75,93,74,73,67,69,92,68,71,69,65
Kobi,Pierre,Forward,65.476,55,84,73,52,87,74,51,70,62,55,63
Phillip,Iverson,Defender,65.078,77,57,41,84,77,79,44,72,70,58,64
Galen,Gatlin,Forward,68.668,47,78,82,96,74,44,67,57,65,60,80
Josef,Boykin,Defender,54.839,72,67,40,79,75,65,36,52,34,51,75
Devonte,Wheat,Defender,65.343,76,63,87,52,88,70,52,70,66,66,35
Devin,Chavez,Forward,71.726,78,57,77,89,90,68,82,53,46,79,54
Julien,Bonilla,Defender,64.28,65,62,48,60,74,65,71,42,66,88,76
Porter,Ibrahim,Forward,64.147,72,57,90,68,40,52,67,65,58,73,74
Nico,Kane,Goaltender,70.928,83,50,83,99,72,64,72,55,51,77,61
Sebastian,Burleson,Goaltender,76.38,99,60,97,71,76,35,78,76,75,58,83
Roderick,Bobo,Defender,75.05,68,68,56,79,71,84,80,83,59,83,67
Chris,Ledford,Forward,69.731,59,79,53,74,56,76,71,65,50,90,85
Rohan,Salter,Forward,65.476,65,60,62,67,69,76,68,69,66,54,70
James,Olivas,Midfield,70.928,85,56,80,62,75,99,68,50,70,42,80
Bradly,Holmes,Midfield,70.529,78,90,50,77,96,83,73,58,46,57,56
Raul,Keenan,Defender,61.488,68,38,85,52,67,46,68,75,60,81,56
Infant,Manning,Forward,71.46,84,81,65,78,84,98,56,59,50,60,56
Terrence,Langford,Defender,61.222,78,79,87,79,72,67,43,34,56,41,58
Stephen,Malik,Midfield,70.396,71,83,86,94,60,71,60,66,58,53,61
Ezra,Horan,Defender,77.576,86,60,78,93,85,65,76,79,88,43,64
Bridger,Estep,Midfield,68.136,55,45,75,76,53,64,93,51,81,73,80
Jean,Infante,Goaltender,58.695,71,98,53,47,52,61,55,53,61,62,62
Kamron,Gable,Midfield,65.078,94,61,86,62,78,52,66,44,59,58,63
Ignacio,Walters,Forward,66.274,63,66,96,41,99,86,41,74,66,42,58
Keith,Karr,Defender,66.141,60,72,44,58,45,72,80,81,72,88,59
Junior,Schmidt,Forward,56.036,77,76,32,65,77,56,60,42,69,48,53
Semaj,Donohue,Forward,63.748,64,58,61,73,54,73,55,82,64,56,73
Enrique,Reardon,Midfield,62.019,52,84,79,80,76,46,67,32,53,60,71
Richard,Harter,Midfield,58.562,61,67,75,59,59,88,41,66,41,73,44
Brandon,Geiger,Midfield,81.033,97,95,81,88,70,82,75,55,83,69,48
Karson,Cornett,Midfield,63.349,61,65,68,48,74,67,69,53,99,58,48
Ahmed,Moyer,Midfield,71.992,70,70,78,30,47,75,76,82,76,81,90
Federico,Lira,Forward,63.482,56,60,84,59,63,76,58,80,48,63,64
Angelo,Crum,Forward,73.587,56,86,95,69,73,80,60,69,62,53,84
Kamron,Noyes,Defender,77.975,73,61,78,45,85,90,72,93,74,81,68
Presley,Aragon,Forward,75.715,99,68,62,87,84,83,69,75,92,40,44
Eric,Jauregui,Forward,64.812,56,42,91,43,77,58,97,65,74,63,55
Ean,Gauthier,Defender,71.593,66,72,54,69,65,89,62,49,65,82,99
Dillion,Lomax,Forward,69.997,71,80,81,57,63,68,80,52,70,70,68
Ezra,Liu,Forward,66.274,48,74,67,69,50,74,48,79,58,75,90
Dillan,Ragan,Midfield,69.997,38,63,81,87,84,80,81,60,57,63,66
Caleb,Bean,Midfield,69.864,65,48,64,81,50,71,97,64,71,86,62
Jorden,Showalter,Forward,72.922,75,58,49,99,80,58,86,95,52,59,71
Blaze,Burgos,Defender,66.407,68,59,37,65,60,78,84,68,66,80,68
Jovan,Houghton,Midfield,70.928,85,55,71,58,58,73,80,35,75,82,95
Jessie,Cotton,Defender,64.147,72,52,69,70,58,69,70,43,45,88,80
Dajuan,Gerard,Midfield,56.568,59,45,71,83,55,66,79,56,51,49,45
Tevin,Cooke,Goaltender,69.997,61,57,75,83,83,59,78,70,52,68,74
Mikel,Manuel,Defender,75.449,60,76,93,82,78,62,90,55,90,39,76
Travis,Sharpe,Midfield,72.922,70,88,65,90,85,73,56,62,64,68,61
Ira,Gagnon,Forward,60.557,70,72,86,63,63,40,52,73,58,63,49
Tyrell,Davila,Defender,80.235,99,97,80,87,61,99,48,74,65,65,62
Jeremiah,Song,Forward,64.945,27,64,62,69,65,99,80,51,72,68,65
Sergio,Gardiner,Midfield,66.407,77,70,74,63,74,47,72,56,93,31,76
Tavian,Hemphill,Midfield,69.066,66,85,65,80,63,55,65,79,56,68,71
Remington,Lerma,Defender,77.975,99,83,58,76,99,99,74,56,65,59,52
Darwin,Tan,Forward,67.604,76,73,72,52,70,64,68,64,73,62,68
Aden,Saunders,Forward,67.471,54,74,74,90,76,62,57,64,54,79,57
Ayden,Angulo,Forward,58.163,45,58,64,71,47,50,72,65,77,61,61
Philip,Trejo,Defender,61.62,57,69,76,67,49,87,67,68,40,35,82
Nigel,Burleson,Defender,59.36,60,71,56,60,62,74,51,63,50,87,46
Sergio,Aguilar,Midfield,63.881,81,61,68,67,52,58,84,61,55,56,71
Ladarius,Estep,Forward,61.355,84,68,80,54,48,74,73,55,68,39,52
Killian,Aragon,Defender,69.332,73,57,65,98,84,75,63,66,77,52,45
Vance,Reeder,Forward,60.823,64,45,65,65,59,90,72,53,75,67,36
Hamza,Zeigler,Forward,64.014,56,45,72,57,70,90,62,76,73,49,65
Chauncey,Bull,Defender,74.119,69,68,99,81,73,58,85,57,71,64,66
Darrien,Stinson,Defender,62.418,56,33,80,63,48,87,92,40,52,79,73
Hector,Hunter,Midfield,64.413,62,74,62,74,82,55,68,67,75,49,50
Leonardo,Reid,Defender,70.529,65,82,68,86,82,50,80,56,78,50,67
Deon,Ramon,Midfield,68.402,99,72,85,66,70,84,50,72,63,42,45
John,Roark,Forward,70.662,43,76,70,74,61,61,75,85,84,78,58
Phillip,Weatherford,Midfield,62.684,45,66,66,38,66,88,42,57,50,88,99
Harvey,Schilling,Forward,64.679,71,74,74,56,75,67,58,81,75,36,53
Christopher,Barger,Forward,66.939,88,78,56,72,60,55,79,54,60,67,68
Ryland,Florence,Midfield,71.859,58,75,68,67,67,91,74,61,62,69,82
Caelan,Hamby,Forward,65.875,82,72,75,54,65,69,50,76,64,51,71
Levi,Berg,Defender,76.645,73,67,71,99,91,95,62,55,82,56,59
Kendell,Grooms,Forward,73.188,81,81,92,75,59,78,47,67,67,74,63
Isaias,Clarke,Goaltender,87.283,68,68,94,80,87,95,77,76,75,98,72
Zackery,Pence,Forward,69.598,62,72,65,60,61,62,66,77,62,82,88
Markus,Hurst,Goaltender,58.429,45,90,57,80,64,56,64,79,36,40,62
Dominick,Tsai,Goaltender,61.355,66,63,68,58,56,57,70,68,73,73,43
Arturo,Westbrook,Defender,69.997,67,68,61,68,67,71,99,77,73,49,60
Ahmed,Searcy,Forward,76.778,80,90,58,80,91,71,74,56,61,81,69
Dakoda,McKay,Forward,72.657,83,67,68,82,90,74,65,51,65,67,68
Dario,Moore,Defender,63.748,63,42,64,62,55,61,62,93,54,86,71
Grady,Foss,Defender,75.848,78,56,75,47,99,74,78,92,58,54,93
Elmer,March,Midfield,63.482,69,67,65,62,80,76,44,49,70,69,60
Ismael,Metzger,Forward,61.222,63,46,45,59,48,68,65,62,84,84,70
Mateo,Sierra,Forward,67.737,67,70,68,40,68,77,40,69,99,77,68
Khalid,Weston,Midfield,59.493,55,46,66,73,82,36,59,52,65,73,74
Diego,Brink,Forward,62.152,69,42,57,57,45,72,58,62,58,82,99
Jamir,Dickinson,Midfield,74.784,52,73,86,74,61,78,89,68,84,70,61
Tyron,Winslow,Defender,76.911,69,99,86,71,84,64,56,88,65,73,57
Jason,Reddick,Forward,70.795,60,76,68,58,70,85,71,55,77,59,87
Brock,Ventura,Midfield,73.986,79,76,63,54,59,69,87,65,79,83,76
Calvin,Soto,Midfield,66.274,60,71,60,70,69,62,32,91,84,62,71
Deangelo,Ng,Forward,62.684,61,60,70,74,64,65,86,73,53,50,49
Frederick,Han,Midfield,76.512,67,70,84,68,99,69,87,80,66,61,58
Juwan,Wylie,Goaltender,68.003,71,62,72,80,76,57,36,73,70,77,71
Easton,Stack,Midfield,66.141,55,71,86,63,81,59,85,62,46,51,72
Wilson,Skinner,Goaltender,67.072,44,83,47,83,54,92,88,60,56,59,72
Stewart,Herman,Midfield,70.396,60,81,48,48,77,70,70,68,71,74,96
Kyron,Brackett,Midfield,68.668,70,99,74,61,67,86,50,60,83,62,38
Dameon,Hanlon,Goaltender,60.69,51,71,63,80,69,68,64,50,50,74,50
Gabriel,Augustine,Forward,75.582,99,68,64,88,99,82,77,34,71,69,51
Bradford,Keating,Goaltender,66.274,58,50,61,76,57,71,77,79,95,42,66
Jaren,Haskell,Defender,58.695,60,57,71,35,62,65,56,76,50,84,59
Herbert,Babb,Goaltender,76.38,90,72,67,58,63,78,81,76,77,80,66
Santino,Zhu,Forward,72.125,90,67,67,76,65,58,71,55,67,93,67
Clark,Lord,Goaltender,68.269,75,65,59,74,61,68,64,65,74,72,70
Kole,Ramon,Defender,73.188,77,69,83,64,92,74,86,92,50,49,48
Hans,Carbone,Forward,66.54,77,65,66,41,67,45,86,76,96,67,48
Izaiah,Holloway,Forward,67.604,79,38,82,67,60,66,81,69,65,82,53
Dyllan,Valdez,Midfield,66.54,58,92,61,56,69,76,67,81,61,60,53
Evan,Harder,Defender,75.449,58,58,69,59,82,92,74,37,77,96,99
Simon,Dodson,Defender,62.95,73,73,58,60,79,41,91,57,76,41,58
Greyson,Canfield,Forward,71.061,72,53,79,64,71,62,64,62,77,82,82
Darwin,Ashley,Midfield,73.454,68,75,54,76,55,66,92,62,72,90,76
Mathew,Woodworth,Goaltender,65.211,43,94,63,78,58,94,59,48,61,77,49
Braydon,Dodson,Midfield,58.296,41,67,62,45,41,57,63,63,64,81,88
Anton,Abney,Goaltender,70.928,70,50,85,77,91,94,70,56,68,47,59
Jayce,Krause,Goaltender,79.837,59,97,53,66,68,83,87,69,63,99,90
Fredrick,Nickel,Goaltender,66.673,75,53,44,59,75,65,64,67,70,70,93
